Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,discount_ratio,weight_per_purchase,rating_x_calls,Product_importance_num,important_discount,log_cost,log_weight,calls_bin,rating_bin
C,Road,4,4,161,3,high,F,59,1165,1,0.3664596045677264,291.25,16,3,177,5.087596335232384,7.061334366910438,Medium,Neutral
B,Road,5,5,265,3,high,F,3,5837,1,0.011320754289782858,1459.25,25,3,9,5.583496308781699,8.67214355141406,High,Good
A,Ship,4,2,270,5,medium,M,9,1167,0,0.03333333209876548,194.5,8,2,18,5.602118820879701,7.0630481633881725,Medium,Bad
B,Ship,3,2,180,2,low,F,6,1811,1,0.033333331481481585,603.6666666666666,6,1,6,5.198497031265826,7.502186486602924,Medium,Bad
A,Ship,3,2,196,5,medium,F,6,5692,0,0.030612243336110033,948.6666666666666,6,2,12,5.2832037287379885,8.646992628951082,Medium,Bad
F,Ship,3,2,177,2,high,M,9,4648,0,0.050847454754381086,1549.3333333333333,6,3,27,5.181783550292085,8.444407421690585,Medium,Bad
F,Ship,3,2,162,2,low,F,54,1614,1,0.3333333127572029,538.0,6,1,54,5.093750200806762,7.387090235656757,Medium,Bad
D,Ship,3,4,266,2,medium,F,38,2741,1,0.1428571374865738,913.6666666666666,12,2,76,5.58724865840025,7.91644286012226,Medium,Neutral
D,Ship,4,1,247,3,low,M,5,5636,1,0.020242914160205905,1409.0,4,1,5,5.5134287461649825,8.637107288081575,Medium,Bad
C,Ship,4,3,253,6,low,F,4,1788,1,0.0158102760549298,255.42857142857142,12,1,4,5.537334267018537,7.489412083508719,Medium,Neutral
F,Flight,3,3,201,3,low,M,9,5895,1,0.04477611717531755,1473.75,9,1,9,5.308267697401205,8.682029433869172,Medium,Neutral
D,Ship,2,1,277,6,low,M,10,4165,0,0.03610108172920283,595.0,2,1,10,5.627621113690637,8.334711621820917,Low,Bad
C,Ship,4,3,263,3,medium,M,3,4677,0,0.011406843672743588,1169.25,12,2,6,5.575949103146316,8.450625947144124,Medium,Neutral
C,Ship,3,1,202,3,medium,F,9,4322,0,0.04455445323987855,1080.5,3,2,18,5.313205979041787,8.371704884667631,Medium,Bad
D,Flight,4,4,244,2,medium,F,7,5543,1,0.02868852341440478,1847.6666666666667,16,2,14,5.501258210544727,8.620471540869739,Medium,Neutral
D,Ship,3,1,227,3,medium,M,52,3336,1,0.229074879776437,834.0,3,2,104,5.429345628954441,8.112827478751374,Medium,Bad
F,Ship,3,3,149,2,medium,F,2,5311,0,0.013422817891086047,1770.3333333333333,9,2,4,5.0106352940962555,8.57772369115627,Medium,Neutral
F,Road,4,4,197,3,medium,F,41,3280,1,0.20812181684660827,820.0,16,2,82,5.288267030694535,8.0959035329611,Medium,Neutral
A,Ship,7,5,285,4,low,M,6,1591,1,0.02105263084025857,318.2,35,1,6,5.655991810819852,7.3727463664043285,High,Good
F,Ship,5,1,259,3,low,M,1,5725,0,0.003861003711930359,1431.25,5,1,1,5.560681631015528,8.65277248565806,High,Bad
B,Ship,6,2,294,4,low,M,35,1625,1,0.11904761499838046,325.0,12,1,35,5.68697535633982,7.3938782901077555,High,Bad
F,Flight,6,4,247,4,low,F,2,1326,0,0.008097165664082362,265.2,24,1,2,5.5134287461649825,7.190676034332207,High,Neutral
F,Ship,4,5,246,5,low,F,2,1024,1,0.008130080970321911,170.66666666666666,20,1,2,5.5093883366279774,6.932447891572509,Medium,Good
B,Road,5,2,253,2,medium,F,9,5530,0,0.03557312112359205,1843.3333333333333,10,2,18,5.537334267018537,8.618123909994678,High,Bad
C,Ship,4,1,263,3,high,M,5,4782,0,0.019011406121239312,1195.5,4,3,15,5.575949103146316,8.472823243680297,Medium,Bad
F,Ship,4,2,181,3,medium,M,4,5717,0,0.02209944629284827,1429.25,8,2,8,5.204006687076795,8.651374372882257,Medium,Bad
C,Ship,7,3,272,4,medium,M,7,1067,1,0.025735293171496577,213.4,21,2,14,5.60947179518496,6.97354301952014,High,Neutral
B,Road,4,4,208,2,high,F,20,2759,1,0.0961538415310653,919.6666666666666,16,3,60,5.342334251964811,7.9229859587111955,Medium,Neutral
F,Ship,4,4,269,4,medium,F,3,5032,1,0.01115241594228937,1006.4,16,2,6,5.598421958998375,8.52377150677636,Medium,Neutral
C,Ship,4,2,246,3,high,M,5,5960,0,0.02032520242580478,1490.0,8,3,15,5.5093883366279774,8.692993531219926,Medium,Bad
A,Ship,4,4,236,2,medium,F,6,5101,1,0.025423727736282722,1700.3333333333333,16,2,12,5.4680601411351315,8.537387898701757,Medium,Neutral
B,Ship,3,5,250,4,low,F,11,3464,1,0.04399999824000007,692.8,15,1,11,5.5254529391317835,8.150467911624004,Medium,Good
C,Ship,4,3,187,2,low,F,58,3665,1,0.3101604112213684,1221.6666666666667,12,1,58,5.236441962829949,8.20685642839965,Medium,Neutral
C,Ship,6,4,291,4,low,F,5,1112,1,0.01718212999374124,222.4,24,1,5,5.676753802268282,7.014814351275545,High,Neutral
F,Ship,3,1,194,4,low,M,64,2026,1,0.3298968902115005,405.2,3,1,64,5.272999558563747,7.614312146452,Medium,Bad
F,Ship,3,5,163,2,low,F,49,1034,1,0.30061347848997066,344.6666666666667,15,1,49,5.099866427824199,6.942156705699469,Medium,Good
F,Flight,6,1,250,4,low,F,2,1783,1,0.007999999680000012,356.6,6,1,2,5.5254529391317835,7.486613313139955,High,Bad
F,Ship,5,3,267,5,low,F,1,1505,0,0.003745318211785835,250.83333333333334,15,1,1,5.5909869805108565,7.317212408359839,High,Neutral
A,Ship,3,2,261,8,low,F,3,5171,0,0.011494252433170406,574.5555555555555,6,1,3,5.568344503761097,8.551014739891748,Medium,Bad
F,Flight,3,4,157,3,medium,F,6,5611,0,0.038216558075378465,1402.75,12,2,12,5.062595033026967,8.632662441222351,Medium,Neutral
D,Road,4,1,258,3,medium,M,2,4188,0,0.007751937684033424,1047.0,4,2,4,5.556828061699537,8.340217320947035,Medium,Bad
D,Ship,4,2,221,2,low,F,13,3097,1,0.05882352675006666,1032.3333333333333,8,1,13,5.402677381872279,8.038512020976814,Medium,Bad
B,Ship,4,3,235,6,medium,M,2,4689,0,0.008510637935717534,669.8571428571429,12,2,4,5.4638318050256105,8.453187861440325,Medium,Neutral
C,Flight,4,5,228,5,low,M,2,1996,0,0.008771929439827656,332.6666666666667,20,1,2,5.43372200355424,7.599401333415815,Medium,Good
C,Road,4,3,192,3,low,F,10,4068,0,0.05208333062065986,1017.0,12,1,10,5.262690188904886,8.31115254800169,Medium,Neutral
D,Road,4,1,271,2,high,M,33,3269,1,0.12177121321877443,1089.6666666666667,4,3,99,5.605802066295998,8.0925452638913,Medium,Bad
D,Flight,4,2,219,4,high,F,2,4422,1,0.009132419674318736,884.4,8,3,6,5.393627546352362,8.394573477868327,Medium,Bad
F,Road,2,1,296,5,medium,M,29,1648,1,0.09797296966307535,274.6666666666667,2,2,58,5.6937321388027,7.407924322559599,Low,Bad
D,Ship,3,2,245,3,medium,F,7,4121,0,0.02857142740524786,1030.25,6,2,14,5.5053315359323625,8.324093761450404,Medium,Bad
B,Flight,4,3,238,2,medium,M,43,2200,1,0.18067226131629155,733.3333333333334,12,2,86,5.476463551931511,7.696667081526462,Medium,Neutral
C,Ship,3,1,219,2,medium,F,10,4390,1,0.04566209837159368,1463.3333333333333,3,2,20,5.393627546352362,8.387312270561717,Medium,Bad
A,Ship,6,1,275,4,low,M,7,1767,0,0.025454544528925656,353.4,6,1,7,5.62040086571715,7.477604243197589,High,Bad
F,Ship,7,3,307,4,low,F,1,1589,1,0.003257328884126095,317.8,21,1,1,5.730099782973574,7.371489295214277,High,Neutral
F,Road,4,3,238,2,low,F,1,4051,0,0.00420168049572771,1350.3333333333333,12,1,1,5.476463551931511,8.306965865368573,Medium,Neutral
C,Ship,3,4,256,3,low,M,7,5013,1,0.02734374893188481,1253.25,12,1,7,5.54907608489522,8.519989278718239,Medium,Neutral
C,Road,3,3,190,3,medium,M,2,4468,1,0.010526315235457093,1117.0,9,2,4,5.25227342804663,8.404919948933452,Medium,Neutral
C,Ship,3,2,146,3,high,F,4,5846,1,0.027397258397448054,1461.5,6,3,12,4.990432586778736,8.67368398817567,Medium,Bad
F,Ship,4,1,197,3,low,F,6,5032,0,0.030456851245845115,1258.0,4,1,6,5.288267030694535,8.52377150677636,Medium,Bad
B,Road,3,5,193,3,medium,M,1,5810,1,0.0051813468817954985,1452.5,15,2,2,5.267858159063328,8.667507952075105,Medium,Good
C,Road,5,3,256,6,medium,M,3,1441,0,0.011718749542236347,205.85714285714286,15,2,6,5.54907608489522,7.273786317844895,High,Neutral
F,Flight,3,4,166,4,low,F,1,5533,1,0.006024096022644818,1106.6,12,1,1,5.117993812416755,8.618666160346871,Medium,Neutral
D,Ship,3,1,175,3,medium,M,1,4872,0,0.005714285387755121,1218.0,3,2,2,5.170483995038151,8.491465042843506,Medium,Bad
D,Road,4,5,240,3,low,F,5,5734,1,0.020833332465277812,1433.5,20,1,5,5.484796933490655,8.65434302956347,Medium,Good
F,Road,5,1,268,3,medium,F,5,5663,0,0.01865671572176434,1415.75,5,2,10,5.594711379601839,8.641885635373555,High,Bad
F,Ship,3,1,207,3,medium,F,56,3482,1,0.2705313878970344,870.5,3,2,112,5.337538079701318,8.155649270366002,Medium,Bad
C,Road,4,3,175,2,low,M,3,4200,0,0.01714285616326536,1400.0,12,1,3,5.170483995038151,8.343077871169383,Medium,Neutral
A,Ship,4,1,240,3,low,M,50,2430,1,0.20833332465277812,607.5,4,1,50,5.484796933490655,7.796057974316123,Medium,Bad
B,Ship,3,4,165,2,medium,M,1,5745,0,0.006060605693296624,1915.0,12,2,2,5.111987788356544,8.656259239539235,Medium,Neutral
A,Flight,4,1,195,2,low,F,3,4165,0,0.01538461459566079,1388.3333333333333,4,1,3,5.278114659230517,8.334711621820917,Medium,Bad
F,Ship,3,3,232,5,medium,M,10,5580,0,0.043103446417954897,930.0,9,2,20,5.4510384535657,8.627123250788433,Medium,Neutral
C,Flight,3,2,134,3,low,F,20,1391,1,0.14925372020494626,347.75,6,1,20,4.90527477843843,7.238496840894365,Medium,Bad
B,Road,3,4,172,10,high,M,9,4883,0,0.05232557835316405,443.90909090909093,12,3,27,5.153291594497779,8.493719835230594,Medium,Neutral
F,Ship,3,1,203,10,medium,F,7,5917,1,0.034482756922031677,537.9090909090909,3,2,14,5.318119993844216,8.685753832960154,Medium,Bad
F,Ship,3,4,211,3,high,M,8,5191,1,0.037914690146223215,1297.75,12,3,24,5.356586274672012,8.554874258383926,Medium,Neutral
C,Ship,5,4,260,6,medium,M,8,5440,1,0.030769229585798866,777.1428571428571,20,2,16,5.564520407322694,8.601718146485926,High,Neutral
F,Road,3,1,155,3,medium,F,47,1193,1,0.3032257868886589,298.25,3,2,94,5.049856007249537,7.085064293952548,Medium,Bad
D,Ship,3,1,243,4,high,M,59,3838,1,0.24279834391776361,767.6,3,3,177,5.497168225293202,8.252967195000798,Medium,Bad
B,Ship,6,5,281,4,low,M,8,1241,1,0.028469749876521358,248.2,30,1,8,5.641907070938114,7.124478262493424,High,Good
D,Ship,3,4,199,4,medium,F,6,5207,0,0.030150752253731043,1041.4,12,2,12,5.298317366548036,8.557951183888406,Medium,Neutral
F,Ship,4,1,229,3,medium,F,53,3423,1,0.23144103792833895,855.75,4,2,106,5.438079308923196,8.138564737261632,Medium,Bad
B,Ship,3,2,116,2,low,F,22,1430,1,0.18965515606421068,476.6666666666667,6,1,22,4.762173934797756,7.266128779556451,Medium,Bad
B,Flight,3,4,176,3,medium,F,8,1567,1,0.045454542871900976,391.75,12,2,16,5.176149732573829,7.357556200910353,Medium,Neutral
F,Ship,5,3,123,2,low,F,30,1068,1,0.24390241919492525,356.0,15,1,30,4.820281565605037,6.974478911025045,High,Neutral
D,Ship,4,1,192,4,high,M,10,4570,1,0.05208333062065986,914.0,4,3,30,5.262690188904886,8.427487278331744,Medium,Bad
F,Flight,3,5,133,4,low,M,10,4151,0,0.07518796427158163,830.2,15,1,10,4.897839799950911,8.331345424845724,Medium,Good
C,Flight,3,3,149,3,medium,F,3,4189,0,0.02013422683662907,1047.25,9,2,6,5.0106352940962555,8.340456012916183,Medium,Neutral
D,Ship,4,3,185,10,high,M,1,4973,0,0.005405405113221345,452.09090909090907,12,3,3,5.225746673713202,8.51197962436335,Medium,Neutral
F,Road,3,5,232,2,high,F,8,5146,0,0.03448275713436392,1715.3333333333333,15,3,24,5.4510384535657,8.546169299652755,Medium,Good
D,Ship,3,2,160,3,medium,F,6,4808,1,0.037499997656250145,1202.0,6,2,12,5.081404364984463,8.478244441277663,Medium,Bad
D,Ship,3,5,211,3,medium,M,5,4058,1,0.02369668134138951,1014.5,15,2,10,5.356586274672012,8.308691916838898,Medium,Good
F,Flight,4,2,270,3,medium,F,4,5566,0,0.014814814266117991,1391.5,8,2,8,5.602118820879701,8.624611588183507,Medium,Bad
A,Ship,4,3,223,3,low,F,10,5560,1,0.044843047316455276,1390.0,12,1,10,5.4116460518550396,8.623533227187563,Medium,Neutral
B,Flight,5,1,183,6,medium,F,2,5082,0,0.010928961151422887,726.0,5,2,4,5.214935757608986,8.533656917446903,High,Bad
F,Road,3,4,202,3,medium,M,5,5169,0,0.02475247402215475,1292.25,12,2,10,5.313205979041787,8.550627967502475,Medium,Neutral
C,Ship,4,1,155,3,medium,M,9,4443,0,0.05806451238293468,1110.75,4,2,18,5.049856007249537,8.39931015075952,Medium,Bad
F,Road,4,3,250,6,medium,M,2,4246,0,0.007999999680000012,606.5714285714286,12,2,4,5.5254529391317835,8.353968130313271,Medium,Neutral
A,Flight,3,4,170,2,low,F,2,5664,0,0.01176470519031146,1888.0,12,1,2,5.14166355650266,8.642062173462106,Medium,Neutral
F,Ship,4,4,204,2,medium,F,9,4462,0,0.044117644896193874,1487.3333333333333,16,2,18,5.3230099791384085,8.40357646462927,Medium,Neutral
D,Flight,4,1,177,3,medium,F,6,5215,0,0.03389830316958739,1303.75,4,2,12,5.181783550292085,8.559486103606488,Medium,Bad
F,Ship,3,3,232,3,low,F,9,5016,1,0.038793101776159404,1254.0,9,1,9,5.4510384535657,8.520587424484253,Medium,Neutral
C,Ship,4,4,149,3,low,F,8,5658,1,0.05369127156434419,1414.5,16,1,8,5.0106352940962555,8.641002477142523,Medium,Neutral
F,Ship,3,5,213,2,low,F,39,2857,1,0.18309858295311818,952.3333333333334,15,1,39,5.365976015021851,7.957877358489813,Medium,Good
B,Ship,3,2,244,2,high,F,9,4142,0,0.036885244389949,1380.6666666666667,6,3,27,5.501258210544727,8.329175442077402,Medium,Bad
B,Ship,3,3,265,3,low,F,10,4093,1,0.03773584763260953,1023.25,9,1,10,5.583496308781699,8.317277766221235,Medium,Neutral
A,Ship,2,2,192,2,low,F,8,3127,1,0.04166666449652789,1042.3333333333333,4,1,8,5.262690188904886,8.048149101665201,Low,Bad
F,Ship,4,2,206,7,high,M,7,5479,1,0.033980580874729084,684.875,8,3,21,5.332718793265369,8.608860379942062,Medium,Bad
A,Ship,6,3,247,4,medium,M,3,1903,0,0.012145748496123543,380.6,18,2,6,5.5134287461649825,7.55171221535131,High,Neutral
C,Flight,3,5,151,6,low,M,8,4692,1,0.05298012894171331,670.2857142857143,15,1,8,5.0238805208462765,8.453827315794417,Medium,Good
B,Road,2,2,158,3,high,F,1,4149,0,0.006329113523473828,1037.25,4,3,3,5.0689042022202315,8.330863613224745,Low,Bad
C,Ship,3,4,199,3,low,M,7,5089,0,0.035175877629352884,1272.25,12,1,7,5.298317366548036,8.53503310954457,Medium,Neutral
A,Ship,6,4,292,4,medium,F,1,1372,1,0.0034246574169637875,274.4,24,2,2,5.680172609017068,7.224753405767971,High,Neutral
A,Ship,3,5,230,2,low,M,27,3840,1,0.11739129924385655,1280.0,15,1,27,5.442417710521793,8.253488028345904,Medium,Good
F,Ship,5,2,136,2,low,M,3,1370,0,0.022058821907439564,456.6666666666667,10,1,3,4.919980925828125,7.223295679562314,High,Bad
A,Road,4,5,182,3,medium,F,2,4473,0,0.01098901038521921,1118.25,20,2,4,5.209486152841421,8.406038142050075,Medium,Good
B,Flight,3,5,268,3,low,M,7,4910,0,0.026119402010470076,1227.5,15,1,7,5.594711379601839,8.499232866039245,Medium,Good
B,Road,5,3,270,5,medium,M,9,1764,1,0.03333333209876548,294.0,15,2,18,5.602118820879701,7.475905969367397,High,Neutral
C,Ship,2,1,207,3,medium,F,10,5394,0,0.048309176410184715,1348.5,2,2,20,5.337538079701318,8.593227877692234,Low,Bad
B,Ship,4,2,187,2,medium,M,7,4470,1,0.037433153078441014,1490.0,8,2,14,5.236441962829949,8.405367376233981,Medium,Bad
F,Ship,4,3,186,3,low,M,2,4437,1,0.010752687593941527,1109.25,12,1,2,5.231108616854587,8.39795910349254,Medium,Neutral
F,Ship,4,1,140,2,low,M,8,4926,0,0.05714285306122478,1642.0,4,1,8,4.948759890378168,8.502485562543963,Medium,Bad
D,Ship,6,5,213,4,medium,F,3,5549,0,0.01408450638100909,1109.8,30,2,6,5.365976015021851,8.62155320674048,High,Good
F,Ship,4,4,186,7,medium,M,9,5418,0,0.04838709417273687,677.25,16,2,18,5.231108616854587,8.597666575566114,Medium,Neutral
B,Ship,2,2,247,3,low,F,4,4686,1,0.016194331328164724,1171.5,4,1,4,5.5134287461649825,8.452547997922705,Low,Bad
F,Ship,6,1,168,5,high,F,65,1601,1,0.38690473887471794,266.8333333333333,6,3,195,5.1298987149230735,7.379008127628304,High,Bad
A,Ship,2,2,180,2,high,M,1,4407,0,0.005555555246913597,1469.0,4,3,3,5.198497031265826,8.391176350832751,Low,Bad
C,Ship,3,1,140,4,low,M,27,1184,1,0.19285712908163363,236.8,3,1,27,4.948759890378168,7.077498053569231,Medium,Bad
F,Ship,4,3,104,4,medium,M,3,4548,0,0.028846151072485473,909.6,12,2,6,4.653960350157523,8.422662707570003,Medium,Neutral
C,Ship,6,5,152,4,medium,F,8,5351,0,0.05263157548476477,1070.2,30,2,16,5.030437921392435,8.585225601808064,High,Good
D,Ship,5,1,232,5,low,M,6,1427,0,0.025862067850772937,237.83333333333334,5,1,6,5.4510384535657,7.2640301428995295,High,Bad
B,Ship,5,1,173,2,low,F,4,4242,1,0.023121385946740697,1414.0,5,1,4,5.159055299214529,8.353025845202325,High,Bad
D,Road,3,4,174,2,low,F,4,4295,1,0.02298850442594802,1431.6666666666667,12,1,4,5.1647859739235145,8.3654396361887,Medium,Neutral
F,Ship,5,5,226,3,low,M,50,2348,1,0.22123892826376423,587.0,25,1,50,5.424950017481403,7.761744984658913,High,Good
A,Road,4,5,199,3,low,M,2,4462,0,0.01005025075124368,1115.5,20,1,2,5.298317366548036,8.40357646462927,Medium,Good
B,Road,6,4,256,4,medium,F,9,1791,0,0.03515624862670904,358.2,24,2,18,5.54907608489522,7.491087593534876,High,Neutral
B,Ship,2,4,255,7,low,M,10,5875,0,0.03921568473663981,734.375,8,1,10,5.545177444479562,8.678631537293768,Low,Neutral
B,Road,4,5,254,3,low,M,29,3885,1,0.11417322385144787,971.25,20,1,29,5.541263545158426,8.265135629937385,Medium,Good
C,Ship,4,2,275,3,medium,M,26,2449,1,0.09454545110743814,612.25,8,2,52,5.62040086571715,7.803843303538772,Medium,Bad
F,Road,5,2,249,6,low,M,8,1170,1,0.032128512765923184,167.14285714285714,10,1,8,5.521460917862246,7.065613363597717,High,Bad
A,Ship,4,5,202,3,medium,M,8,5416,0,0.0396039584354476,1354.0,20,2,16,5.313205979041787,8.597297435657898,Medium,Good
A,Flight,3,2,180,4,medium,M,52,1329,1,0.28888887283950704,265.8,6,2,104,5.198497031265826,7.1929342212158,Medium,Bad
F,Flight,3,1,197,5,medium,F,6,5919,0,0.030456851245845115,986.5,3,2,12,5.288267030694535,8.68609172787805,Medium,Bad
C,Ship,3,5,144,3,medium,F,9,5912,0,0.06249999565972252,1478.0,15,2,18,4.976733742420574,8.68490859582083,Medium,Good
A,Ship,5,5,264,8,high,F,10,5759,1,0.03787878644398537,639.8888888888889,25,3,30,5.579729825986222,8.658692753689937,High,Good
F,Ship,4,2,236,3,low,M,4,4800,0,0.01694915182418848,1200.0,8,1,4,5.4680601411351315,8.476579508530941,Medium,Bad
F,Ship,5,4,224,3,low,F,34,2627,1,0.15178570750956663,656.75,20,1,34,5.41610040220442,7.873978379604501,High,Neutral
C,Road,2,1,130,4,medium,F,10,4726,0,0.07692307100591761,945.2,2,2,20,4.875197323201151,8.461046030793236,Low,Bad
F,Flight,4,4,265,2,medium,F,9,4106,0,0.03396226286934857,1368.6666666666667,16,2,18,5.583496308781699,8.320448113956559,Medium,Neutral
F,Flight,4,4,275,3,high,M,29,2602,1,0.10545454161983486,650.5,16,3,87,5.62040086571715,7.864419904994565,Medium,Neutral
C,Flight,4,4,220,2,medium,F,33,2897,1,0.1499999931818185,965.6666666666666,16,2,66,5.3981627015177525,7.971776122880628,Medium,Neutral
B,Flight,4,1,245,5,medium,F,8,1923,0,0.03265305989171184,320.5,4,2,16,5.5053315359323625,7.562161631225652,Medium,Bad
A,Road,5,2,187,2,medium,F,29,2863,1,0.1550802056106842,954.3333333333334,10,2,58,5.236441962829949,7.9599745280805365,High,Bad
A,Flight,6,3,266,4,medium,F,8,1547,0,0.030075186839278692,309.4,18,2,16,5.58724865840025,7.344719054149673,High,Neutral
D,Ship,3,3,205,2,medium,F,58,2187,1,0.2829268154669846,729.0,9,2,116,5.327876168789581,7.690743163541872,Medium,Neutral
B,Road,5,5,263,2,medium,M,59,3238,1,0.22433459223062388,1079.3333333333333,25,2,118,5.575949103146316,8.08301991917133,High,Good
F,Flight,7,5,278,4,low,F,5,1572,1,0.01798561086382695,314.4,35,1,5,5.631211781821365,7.360739903058278,High,Good
F,Ship,3,1,183,3,medium,M,7,5849,1,0.038251364029980105,1462.25,3,2,14,5.214935757608986,8.674196940225903,Medium,Bad
F,Ship,4,3,125,3,low,F,10,5883,0,0.07999999360000051,1470.75,12,1,10,4.836281906951478,8.679992081721329,Medium,Neutral
B,Ship,6,3,274,6,medium,F,2,4281,0,0.007299269806595993,611.5714285714286,18,2,4,5.616771097666572,8.362175469149628,High,Neutral
C,Flight,4,3,150,3,high,F,2,4383,0,0.013333332444444504,1095.75,12,3,6,5.017279836814924,8.385716828627851,Medium,Neutral
D,Ship,5,3,250,4,medium,F,4,1111,1,0.015999999360000024,222.2,15,2,8,5.5254529391317835,7.013915474810528,High,Neutral
D,Road,3,1,174,3,low,M,7,4318,1,0.040229882745409035,1079.5,3,1,7,5.1647859739235145,8.3707791729607,Medium,Bad
D,Ship,3,4,268,2,medium,F,4,1442,1,0.014925372577411472,480.6666666666667,12,2,8,5.594711379601839,7.274479558773871,Medium,Neutral
D,Ship,3,5,137,4,high,F,62,1477,1,0.4525547114923568,295.4,15,3,186,4.927253685157205,7.298445101508147,Medium,Good
F,Flight,3,1,257,2,low,F,45,3496,1,0.17509726945146814,1165.3333333333333,3,1,45,5.552959584921617,8.159660737063376,Medium,Bad
C,Flight,5,2,265,4,low,F,7,4883,0,0.02641509334282667,976.6,10,1,7,5.583496308781699,8.493719835230594,High,Bad
F,Flight,6,3,254,5,medium,F,7,1615,1,0.02755905403310811,269.1666666666667,18,2,14,5.541263545158426,7.38770923908104,High,Neutral
F,Ship,5,3,206,2,medium,F,59,3278,1,0.2864077530870023,1092.6666666666667,15,2,118,5.332718793265369,8.095293776844649,High,Neutral
F,Ship,5,3,257,2,low,F,61,3341,1,0.23735407636754569,1113.6666666666667,15,1,61,5.552959584921617,8.114324709155339,High,Neutral
B,Ship,5,5,243,2,low,M,9,4669,1,0.03703703551287919,1556.3333333333333,25,1,9,5.497168225293202,8.448914350662942,High,Good
B,Ship,5,1,261,5,medium,M,3,1644,1,0.011494252433170406,274.0,5,2,6,5.568344503761097,7.405495663199472,High,Bad
F,Ship,5,2,235,2,low,F,10,4938,0,0.04255318967858767,1646.0,10,1,10,5.4638318050256105,8.504918160540624,High,Bad
D,Ship,5,2,268,5,medium,F,2,1061,1,0.007462686288705736,176.83333333333334,10,2,4,5.594711379601839,6.967909201801884,High,Bad
A,Ship,5,4,145,3,low,M,2,4492,1,0.013793102497027414,1123.0,20,1,2,4.983606621708336,8.41027590907016,High,Neutral
F,Ship,4,5,263,3,medium,M,3,4020,0,0.011406843672743588,1005.0,20,2,6,5.575949103146316,8.299285906897275,Medium,Good
F,Flight,4,5,250,5,medium,M,6,1662,0,0.02399999904000004,277.0,20,2,12,5.5254529391317835,7.416378479192928,Medium,Good
A,Ship,3,1,273,6,low,M,1,1293,0,0.00366300352882771,184.71428571428572,3,1,1,5.6131281063880705,7.165493475060845,Medium,Bad
B,Road,5,3,203,2,low,F,37,3531,1,0.182266000873596,1177.0,15,1,37,5.318119993844216,8.16961956172385,High,Neutral
B,Ship,2,3,160,3,low,F,43,1251,1,0.26874998320312604,312.75,6,1,43,5.081404364984463,7.132497551660044,Low,Neutral
